Start Date	03/27/2026
End Date	04/30/2026
Report Type	Apple Music
Storefront Name	Apple Identifier	ISRC	Vendor Identifier	Content Title	Artist	Media Type	Spatial Availability Indicator	Label/Studio/Network	Grid	Product	Total  Royalty Bearing Plays	Net Royalty Total	Currency	Offline Indicator
ES	152002458	MXF600600526	MXF600600526	Voy en el Metro	Ruben Schwartzman	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152399941	MXF600600819	MXF600600819	Así tan Pequeña	Mexicanto	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152400070	MXF600600835	MXF600600835	Contraley	Real de Catorce	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	6	0.047436	EUR	0
ES	152400072	MXF600600836	MXF600600836	El Quinqué	Real de Catorce	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152400091	MXF600600839	MXF600600839	Beso de Ginebra	Real de Catorce	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	8	0.063248	EUR	0
ES	152417285	MXF600600991	MXF600600991	El Chocolate	Zacamandú	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	1
ES	152417285	MXF600600991	MXF600600991	El Chocolate	Zacamandú	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	3	0.023718	EUR	0
ES	152417291	MXF600600992	MXF600600992	La Petenera	Zacamandú	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	152417297	MXF600600993	MXF600600993	El Toro Zacamandu	Zacamandú	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	3	0.023718	EUR	0
ES	152417303	MXF600600996	MXF600600996	La Lloroncita	Zacamandú	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152417336	MXF600600997	MXF600600997	El Aguanieve	Zacamandú	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152417341	MXF600600998	MXF600600998	El Cascabel	Zacamandú	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423376	MXF600601061	MXF600601061	Obertura	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423377	MXF600601062	MXF600601062	Prólogo	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423378	MXF600601063	MXF600601063	Diario de Viaje	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423379	MXF600601064	MXF600601064	Cuplé Geografico	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423380	MXF600601065	MXF600601065	Diario de Viaje II	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423382	MXF600601066	MXF600601066	Chachacha Esquimal	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423383	MXF600601067	MXF600601067	Diario de Viaje III	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423384	MXF600601068	MXF600601068	Serenata Boreal	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423385	MXF600601069	MXF600601069	Diario de Viaje IV	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423386	MXF600601070	MXF600601070	Las (4 menos 3) Estaciones	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423387	MXF600601071	MXF600601071	Diario de Viaje V	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423388	MXF600601072	MXF600601072	Home Sweet Home	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423389	MXF600601073	MXF600601073	Konstantin en la Flor de la Edad	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423390	MXF600601074	MXF600601074	Agencia Matrimonial	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423391	MXF600601075	MXF600601075	Konstantin y la Momia	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423392	MXF600601076	MXF600601076	El Exhibicionista	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423393	MXF600601077	MXF600601077	Konstantin y el Reverendo Peter O´Sullivan	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423394	MXF600601078	MXF600601078	Il Medio Castrato	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423395	MXF600601079	MXF600601079	Ludovico Cappelli Di Angeli y la Wagner Brothers	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423396	MXF600601080	MXF600601080	Pelate Rapunzel	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423397	MXF600601081	MXF600601081	Ludovico Capelli Di Angeli pierde media tesitura	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423398	MXF600601082	MXF600601082	De Como el Minué se convirtió en Danzón	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423399	MXF600601083	MXF600601083	Konstantin y la Astronomía	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423400	MXF600601084	MXF600601084	Antiboleros	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423401	MXF600601085	MXF600601085	Konstantin y el Grupo Armagedon	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152423402	MXF600601086	MXF600601086	A Gozar que el Mundo se va a Acabar	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152428094	MXF600601099	MXF600601099	Que Pase el Huracán	Alejandro Santiago	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152428123	MXF600601105	MXF600601105	Agua de Mar	Alejandro Santiago	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	152430336	MXF600601187	MXF600601187	Un Buen Café		1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	152480899	MXF600601293	MXF600601293	Dejaré la Puerta Abierta	Cordavento	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152511002	MXF600601439	MXF600601439	Coincidir	Alberto Escobar	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152511262	MXF600601402	MXF600601402	Cupido	Alejandro Santiago	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152511307	MXF600601404	MXF600601404	Obsceno	Alejandro Santiago	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	152511351	MXF600601410	MXF600601410	Así Lo Recuerdo	Alejandro Santiago	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	152511979	MXF600601451	MXF600601451	Misa Criolla - Kirie	Los Folkloristas, Coro Promúsica, Carlos y Emiliano	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	152511989	MXF600601452	MXF600601452	Misa Criolla - Gloria	Los Folkloristas, Coro Promúsica, Carlos y Emiliano	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	5	0.039530	EUR	0
ES	152511994	MXF600601453	MXF600601453	Misa Criolla - Credo	Los Folkloristas, Coro Promúsica, Carlos y Emiliano	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152511997	MXF600601454	MXF600601454	Misa Criolla - Santus	Los Folkloristas, Coro Promúsica, Carlos y Emiliano	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152512048	MXF600601459	MXF600601459	La Comparsa	Coro Promúsica	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152512121	MXF600601465	MXF600601465	La Paloma (Trote, Chile)	Los Folkloristas, Coro Promúsica, Carlos y Emiliano	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152647938	MXF600601534	MXF600601534	Con la Navaja en la Mano	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152648002	MXF600601536	MXF600601536	Ahora Tengo un Amol	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152648017	MXF600601537	MXF600601537	Sobre la Violación	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152648018	MXF600601538	MXF600601538	La Pobre de Irasema	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	152648059	MXF600601539	MXF600601539	Sobre el Despecho	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	152648062	MXF600601540	MXF600601540	La Otra Mejilla	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	152648072	MXF600601541	MXF600601541	Sobre los Piropos	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	152648092	MXF600601542	MXF600601542	La Exterminadora	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	4	0.031624	EUR	0
ES	152648105	MXF600601543	MXF600601543	Sobre los Autodestructivos	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152648128	MXF600601544	MXF600601544	Ni Conmigo Ni Sin Mi	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152648165	MXF600601545	MXF600601545	Sobre los Sadomasoquistas	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152648187	MXF600601546	MXF600601546	Sadomasoquista	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	152648210	MXF600601547	MXF600601547	Introducción a la Reunión de la Onus	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	3	0.023718	EUR	0
ES	152648215	MXF600601548	MXF600601548	Por la Paz y el Desarme	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	3	0.023718	EUR	0
ES	152648423	MXF600601550	MXF600601550	Pobres Marcianos	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	153071535	MXF600601602	MXF600601602	Que Bonito Amor	Regina Orozco	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	153071539	MXF600601603	MXF600601603	Ay ¡Amor Ya No Me Quieras Tanto!	Regina Orozco	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	153071555	MXF600601607	MXF600601607	Virgen de Media Noche	Regina Orozco	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	153071577	MXF600601610	MXF600601610	Besame Mucho	Regina Orozco	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	153330536	MXF600601741	MXF600601741	Bebidas Embriagantes (Aguascalientes)	Jimmy Jazz	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	153346417	MXF600601768	MXF600601768	El Feo	Tex Tex	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	153346619	MXF600601772	MXF600601772	No Tengo Tiempo	Rockdrigo González	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	153616574	MXF600601899	MXF600601899	Giraluna	Luis Eduardo Aute, Carlos Diaz "Caito", Adriana Landeros	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	153616579	MXF600601903	MXF600601903	Siento Que Te Estoy Perdiendo	Carlos Diaz "Caito", Adriana Landeros	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	153616587	MXF600601910	MXF600601910	Aleluya	Luis Eduardo Aute, Carlos Diaz "Caito", Adriana Landeros	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	153616753	MXF600602018	MXF600602018	Intro a Mi Habana Limpia y Bonita	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	3	0.023718	EUR	0
ES	153616754	MXF600602019	MXF600602019	Mi Habana Limpia y Bonita	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	153616755	MXF600602020	MXF600602020	Intro a Balada del Enano	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	4	0.031624	EUR	0
ES	153616756	MXF600602021	MXF600602021	Balada del Enano	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	3	0.023718	EUR	0
ES	153616757	MXF600602022	MXF600602022	Intro a Amor Contaminado	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	153616758	MXF600602023	MXF600602023	Amor Contaminado	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	153616759	MXF600602024	MXF600602024	Intro a Balada de Gumersindo	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	153616760	MXF600602025	MXF600602025	Balada de Gumersindo	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	153616761	MXF600602026	MXF600602026	Intro a Balada de Yudisleidis	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	153616762	MXF600602027	MXF600602027	Balada de Yudisleidis	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	153616763	MXF600602028	MXF600602028	Intro a Ni Cheques, Ni Jeques	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	153616765	MXF600602029	MXF600602029	Ni Cheques, Ni Jeques	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	153616766	MXF600602030	MXF600602030	Intro a Chile Habanero	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	153616767	MXF600602031	MXF600602031	Chile Habanero	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	153616768	MXF600602032	MXF600602032	Intro a el Mole	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	153616769	MXF600602033	MXF600602033	El Mole	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	153616770	MXF600602034	MXF600602034	Intro a el Reality Show	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	153616771	MXF600602035	MXF600602035	El Reality Show	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	153616772	MXF600602036	MXF600602036	Intro a los Buenos y los Malos	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	153616773	MXF600602037	MXF600602037	Los Buenos y los Malos	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	153616774	MXF600602038	MXF600602038	Intro a Lo Que Le Pasó a Nyerere	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	153616775	MXF600602039	MXF600602039	Lo Que Le Pasó a Nyerere	Alejandro García "Virulo"	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	153880573	MXF600602425	MXF600602425	Danza del Maíz (Danza)	Sanampay	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	153880769	MXF600602432	MXF600602432	Vidala de la Copla (Chaya)	Sanampay	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	153881100	MXF600602440	MXF600602440	Acuérdate de Abril	Amaury Pérez	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	154051610	MXF600602453	MXF600602453	Casamiento de Negros	Violeta Parra	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	154054160	MXF600602497	MXF600602497	No Lo Van a Impedir	Amaury Pérez	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	4	0.031624	EUR	0
ES	154054168	MXF600602498	MXF600602498	El Vino Triste	Amaury Pérez	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	154054212	MXF600602499	MXF600602499	Hacerte Venir	Amaury Pérez	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	5	0.039530	EUR	0
ES	154054372	MXF600602500	MXF600602500	Olvídame Muchacha	Amaury Pérez	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	154054487	MXF600602501	MXF600602501	Soneto	Amaury Pérez	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	154054568	MXF600602502	MXF600602502	Yo Tengo un Amigo	Amaury Pérez	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	3	0.023718	EUR	0
ES	154054595	MXF600602503	MXF600602503	Dame el Otoño	Amaury Pérez	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	8	0.063248	EUR	0
ES	154054630	MXF600602504	MXF600602504	Cuando No Estés Con El	Amaury Pérez	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	1
ES	154054630	MXF600602504	MXF600602504	Cuando No Estés Con El	Amaury Pérez	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	154054650	MXF600602505	MXF600602505	Adonde el Agua	Amaury Pérez	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	154054678	MXF600602506	MXF600602506	A Que Te Olvide	Amaury Pérez	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	1
ES	154054678	MXF600602506	MXF600602506	A Que Te Olvide	Amaury Pérez	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	3	0.023718	EUR	0
ES	154054706	MXF600602507	MXF600602507	Aguas	Amaury Pérez	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	1
ES	154054706	MXF600602507	MXF600602507	Aguas	Amaury Pérez	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	3	0.023718	EUR	0
ES	154064727	MXF600602545	MXF600602545	Para Cuando Me Vaya	Amaury Pérez	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	155929641	MXF600602702	MXF600602702	Revolver	Eufemia	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	155929648	MXF600602705	MXF600602705	3:00 Am	Eufemia	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	155929882	MXF600602624	MXF600602624	Pero Tu No Me Amas	Amaury Pérez	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	4	0.031624	EUR	0
ES	155929930	MXF600602629	MXF600602629	Para Mal Amarte	Amaury Pérez	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	3	0.023718	EUR	0
ES	156825020	MXF600601968	MXF600601968	La Playa	Yucatán A Go Go	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	159087970	MXF600602301	MXF600602301	La Maldita Circunstancia	Liliana Felipe	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	3	0.023718	EUR	0
ES	159155422	MXF600602323	MXF600602323	Como Madame Bovary	Liliana Felipe	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	159155428	MXF600602324	MXF600602324	Pobre Gente	Liliana Felipe	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	3	0.023718	EUR	0
ES	159155446	MXF600602325	MXF600602325	Soñé	Liliana Felipe	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	159155463	MXF600602326	MXF600602326	La Extranjera	Liliana Felipe	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	159155590	MXF600602328	MXF600602328	Si por el Vicio	Liliana Felipe	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	159155617	MXF600602329	MXF600602329	Java	Liliana Felipe	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	159155632	MXF600602330	MXF600602330	Cucaracha	Liliana Felipe	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	159155666	MXF600602333	MXF600602333	No Te Lo Puedo Decir	Liliana Felipe	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	159155695	MXF600602334	MXF600602334	Nadie Se Sale Con la Suya	Liliana Felipe	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	159155710	MXF600602335	MXF600602335	Las Histéricas	Liliana Felipe	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	159155843	MXF600602336	MXF600602336	Mercado de Abasto	Liliana Felipe	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	159278122	MXF600602172	MXF600602172	Luz de Escenario	Alejandro Santiago	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	159698279	MXF600600882	MXF600600882	El Gigante	Gerardo Peña, Francisco Barrios "El Mastuerzo", Fernando Delgadillo	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	160262921	MXF600600791	MXF600600791	El Colibrí (Centroamerica)	Sanampay	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	160579829	MXF600602067	MXF600602067	Rompiendo el Silencio (Veracruz)	Mista G	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	167014096	MXF600600290	MXF600600290	El Barzon	Amparo Ochoa	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	3	0.023718	EUR	0
ES	167014103	MXF600600291	MXF600600291	El Coconito	Amparo Ochoa	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	167014115	MXF600600292	MXF600600292	Lapiz y Cuaderno	Amparo Ochoa	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	167014128	MXF600600293	MXF600600293	La Prietita Clara	Amparo Ochoa	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	167014139	MXF600600294	MXF600600294	El Tagarno	Amparo Ochoa	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	5	0.039530	EUR	0
ES	167014187	MXF600600295	MXF600600295	Marthita la Piadosa	Amparo Ochoa	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	167014194	MXF600600296	MXF600600296	El Vaquerito	Amparo Ochoa	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	167014206	MXF600600297	MXF600600297	Bola Suriana de la Muerte de Emiliano Zapata	Amparo Ochoa	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	2	0.015812	EUR	0
ES	167014224	MXF600600299	MXF600600299	Jacinto Cenobio	Amparo Ochoa	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	167014299	MXF600600300	MXF600600300	El Sirviente	Amparo Ochoa	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	167014392	MXF600600302	MXF600600302	A Que Le Tiras Cuando Sueñas	Amparo Ochoa	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	167015305	MXF600600316	MXF600600316	Moira en el Telar	Mexicanto	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
ES	167015420	MXF600600438	MXF600600438	El Crimen del Expreso	Chava Flores	1	0	Fonarte Latino, S.A. de C.V.		Individual Monthly PAID	1	0.007906	EUR	0
